region,category,parameter,mode,powertrain,year,unit,value
Norway,Historical,EV sales,Vans,BEV,2017,,940
Norway,Historical,EV sales,Vans,BEV,2018,,1890
Norway,Historical,EV sales,Vans,BEV,2019,,1908
Norway,Historical,EV sales,Vans,BEV,2020,,2571
Norway,Historical,EV sales,Vans,PHEV,2020,,30
Other Europe,Historical,EV sales,Vans,BEV,2011,,15
Other Europe,Historical,EV sales,Vans,BEV,2012,,310
Other Europe,Historical,EV sales,Vans,BEV,2013,,234
Other Europe,Historical,EV sales,Vans,BEV,2014,,277
Other Europe,Historical,EV sales,Vans,BEV,2015,,289
Other Europe,Historical,EV sales,Vans,FCEV,2015,,1
Other Europe,Historical,EV sales,Vans,BEV,2016,,604
Other Europe,Historical,EV sales,Vans,FCEV,2016,,1
Other Europe,Historical,EV sales,Vans,PHEV,2016,,1
Other Europe,Historical,EV sales,Vans,BEV,2017,,479
Other Europe,Historical,EV sales,Vans,BEV,2018,,805
Other Europe,Historical,EV sales,Vans,FCEV,2018,,8
Other Europe,Historical,EV sales,Vans,BEV,2019,,1194
Other Europe,Historical,EV sales,Vans,PHEV,2019,,3
Other Europe,Historical,EV sales,Vans,BEV,2020,,1684
Other Europe,Historical,EV sales,Vans,PHEV,2020,,14
Poland,Historical,EV sales,Vans,BEV,2010,,3
Poland,Historical,EV sales,Vans,BEV,2011,,3
Poland,Historical,EV sales,Vans,BEV,2012,,16
Poland,Historical,EV sales,Vans,BEV,2013,,10
Poland,Historical,EV sales,Vans,BEV,2014,,8
Poland,Historical,EV sales,Vans,BEV,2015,,13
Poland,Historical,EV sales,Vans,PHEV,2015,,2
Poland,Historical,EV sales,Vans,BEV,2016,,16
Poland,Historical,EV sales,Vans,BEV,2017,,28
Poland,Historical,EV sales,Vans,BEV,2018,,104
Poland,Historical,EV sales,Vans,BEV,2019,,280
Poland,Historical,EV sales,Vans,BEV,2020,,316
Poland,Historical,EV sales,Vans,PHEV,2020,,5
Portugal,Historical,EV sales,Vans,BEV,2011,,5
Portugal,Historical,EV sales,Vans,BEV,2012,,16
Portugal,Historical,EV sales,Vans,BEV,2013,,27
Portugal,Historical,EV sales,Vans,BEV,2014,,24
Portugal,Historical,EV sales,Vans,BEV,2015,,58
Portugal,Historical,EV sales,Vans,BEV,2016,,44
Portugal,Historical,EV sales,Vans,BEV,2017,,193
Portugal,Historical,EV sales,Vans,BEV,2018,,253
Portugal,Historical,EV sales,Vans,BEV,2019,,213
Portugal,Historical,EV sales,Vans,BEV,2020,,249
Spain,Historical,EV sales,Vans,BEV,2011,,24
Spain,Historical,EV sales,Vans,BEV,2012,,203
Spain,Historical,EV sales,Vans,BEV,2013,,108
Spain,Historical,EV sales,Vans,BEV,2014,,377
Spain,Historical,EV sales,Vans,BEV,2015,,537
Spain,Historical,EV sales,Vans,BEV,2016,,841
Spain,Historical,EV sales,Vans,BEV,2017,,997
Spain,Historical,EV sales,Vans,BEV,2018,,1672
Spain,Historical,EV sales,Vans,BEV,2019,,1559
Spain,Historical,EV sales,Vans,BEV,2020,,1634
Sweden,Historical,EV sales,Vans,BEV,2011,,9
Sweden,Historical,EV sales,Vans,BEV,2012,,275
Sweden,Historical,EV sales,Vans,BEV,2013,,213
Sweden,Historical,EV sales,Vans,BEV,2014,,282
Sweden,Historical,EV sales,Vans,BEV,2015,,321
Sweden,Historical,EV sales,Vans,PHEV,2015,,7
Sweden,Historical,EV sales,Vans,BEV,2016,,45
Sweden,Historical,EV sales,Vans,BEV,2017,,196
Sweden,Historical,EV sales,Vans,BEV,2018,,2465
Sweden,Historical,EV sales,Vans,PHEV,2018,,9
Sweden,Historical,EV sales,Vans,BEV,2019,,1380
Sweden,Historical,EV sales,Vans,BEV,2020,,1948
Switzerland,Historical,EV sales,Vans,BEV,2012,,125
Switzerland,Historical,EV sales,Vans,BEV,2013,,109
Switzerland,Historical,EV sales,Vans,BEV,2014,,52
Switzerland,Historical,EV sales,Vans,BEV,2015,,152
Switzerland,Historical,EV sales,Vans,FCEV,2015,,1
Switzerland,Historical,EV sales,Vans,BEV,2016,,90
Switzerland,Historical,EV sales,Vans,FCEV,2016,,1
Switzerland,Historical,EV sales,Vans,BEV,2017,,185
Switzerland,Historical,EV sales,Vans,BEV,2018,,280
Switzerland,Historical,EV sales,Vans,FCEV,2018,,8
Switzerland,Historical,EV sales,Vans,BEV,2019,,600
Switzerland,Historical,EV sales,Vans,BEV,2020,,769
Switzerland,Historical,EV sales,Vans,PHEV,2020,,9
United Kingdom,Historical,EV sales,Vans,BEV,2010,,239
United Kingdom,Historical,EV sales,Vans,BEV,2011,,269
United Kingdom,Historical,EV sales,Vans,BEV,2012,,439
United Kingdom,Historical,EV sales,Vans,BEV,2013,,317
United Kingdom,Historical,EV sales,Vans,BEV,2014,,811
United Kingdom,Historical,EV sales,Vans,PHEV,2014,,7
United Kingdom,Historical,EV sales,Vans,BEV,2015,,939
United Kingdom,Historical,EV sales,Vans,PHEV,2015,,99
United Kingdom,Historical,EV sales,Vans,BEV,2016,,1055
United Kingdom,Historical,EV sales,Vans,PHEV,2016,,78
United Kingdom,Historical,EV sales,Vans,BEV,2017,,1178
United Kingdom,Historical,EV sales,Vans,PHEV,2017,,41
United Kingdom,Historical,EV sales,Vans,BEV,2018,,1294
United Kingdom,Historical,EV sales,Vans,BEV,2019,,3236
United Kingdom,Historical,EV sales,Vans,PHEV,2019,,205
United Kingdom,Historical,EV sales,Vans,BEV,2020,,5350
United Kingdom,Historical,EV sales,Vans,PHEV,2020,,576
World,Historical,EV sales,Vans,BEV,2010,,1604.6910400390625
World,Historical,EV sales,Vans,FCEV,2010,,2
World,Historical,EV sales,Vans,BEV,2011,,3854.02587890625
World,Historical,EV sales,Vans,BEV,2012,,10899.4599609375
World,Historical,EV sales,Vans,PHEV,2012,,3
World,Historical,EV sales,Vans,BEV,2013,,11017.66015625
World,Historical,EV sales,Vans,FCEV,2013,,50
World,Historical,EV sales,Vans,PHEV,2013,,3
World,Historical,EV sales,Vans,BEV,2014,,11857.3798828125
World,Historical,EV sales,Vans,FCEV,2014,,85
World,Historical,EV sales,Vans,PHEV,2014,,21
World,Historical,EV sales,Vans,BEV,2015,,24448
World,Historical,EV sales,Vans,FCEV,2015,,145
World,Historical,EV sales,Vans,PHEV,2015,,782
World,Historical,EV sales,Vans,BEV,2016,,51413.30859375
World,Historical,EV sales,Vans,FCEV,2016,,101
World,Historical,EV sales,Vans,PHEV,2016,,178
World,Historical,EV sales,Vans,BEV,2017,,83601
World,Historical,EV sales,Vans,FCEV,2017,,26
World,Historical,EV sales,Vans,PHEV,2017,,88
World,Historical,EV sales,Vans,BEV,2018,,108929
World,Historical,EV sales,Vans,FCEV,2018,,110
World,Historical,EV sales,Vans,PHEV,2018,,42
World,Historical,EV sales,Vans,BEV,2019,,70110
World,Historical,EV sales,Vans,PHEV,2019,,272
World,Historical,EV sales,Vans,BEV,2020,,88727
World,Historical,EV sales,Vans,FCEV,2020,,26
World,Historical,EV sales,Vans,PHEV,2020,,6562
