region,category,parameter,mode,powertrain,year,unit,value
Other Europe,Historical,EV stock,Cars,BEV,2011,,1037
Other Europe,Historical,EV stock,Cars,PHEV,2011,,19
Other Europe,Historical,EV stock,Cars,BEV,2012,,2391
Other Europe,Historical,EV stock,Cars,PHEV,2012,,377
Other Europe,Historical,EV stock,Cars,BEV,2013,,3501
Other Europe,Historical,EV stock,Cars,PHEV,2013,,647
Other Europe,Historical,EV stock,Cars,BEV,2014,,6239
Other Europe,Historical,EV stock,Cars,PHEV,2014,,1435
Other Europe,Historical,EV stock,Cars,BEV,2015,,9551
Other Europe,Historical,EV stock,Cars,PHEV,2015,,3297
Other Europe,Historical,EV stock,Cars,BEV,2016,,14965
Other Europe,Historical,EV stock,Cars,PHEV,2016,,5583
Other Europe,Historical,EV stock,Cars,BEV,2017,,23737
Other Europe,Historical,EV stock,Cars,FCEV,2017,,2
Other Europe,Historical,EV stock,Cars,PHEV,2017,,9750
Other Europe,Historical,EV stock,Cars,BEV,2018,,36491
Other Europe,Historical,EV stock,Cars,FCEV,2018,,75
Other Europe,Historical,EV stock,Cars,PHEV,2018,,14989
Other Europe,Historical,EV stock,Cars,BEV,2019,,56837
Other Europe,Historical,EV stock,Cars,FCEV,2019,,94
Other Europe,Historical,EV stock,Cars,PHEV,2019,,22437
Other Europe,Historical,EV stock,Cars,BEV,2020,,93331
Other Europe,Historical,EV stock,Cars,FCEV,2020,,113
Other Europe,Historical,EV stock,Cars,PHEV,2020,,43402
Poland,Historical,EV stock,Cars,BEV,2015,,453
Poland,Historical,EV stock,Cars,BEV,2016,,782
Poland,Historical,EV stock,Cars,BEV,2017,,1702
Poland,Historical,EV stock,Cars,BEV,2018,,2845
Poland,Historical,EV stock,Cars,FCEV,2018,,1
Poland,Historical,EV stock,Cars,BEV,2019,,5171
Poland,Historical,EV stock,Cars,FCEV,2019,,1
Poland,Historical,EV stock,Cars,PHEV,2019,,3825
Poland,Historical,EV stock,Cars,BEV,2020,,10041
Poland,Historical,EV stock,Cars,FCEV,2020,,1
Poland,Historical,EV stock,Cars,PHEV,2020,,8835
Portugal,Historical,EV stock,Cars,BEV,2010,,719
Portugal,Historical,EV stock,Cars,BEV,2011,,908
Portugal,Historical,EV stock,Cars,BEV,2012,,960
Portugal,Historical,EV stock,Cars,BEV,2013,,1101
Portugal,Historical,EV stock,Cars,PHEV,2013,,37
Portugal,Historical,EV stock,Cars,BEV,2014,,1294
Portugal,Historical,EV stock,Cars,PHEV,2014,,46
Portugal,Historical,EV stock,Cars,BEV,2015,,1967
Portugal,Historical,EV stock,Cars,PHEV,2015,,488
Portugal,Historical,EV stock,Cars,BEV,2016,,2779
Portugal,Historical,EV stock,Cars,PHEV,2016,,1515
Portugal,Historical,EV stock,Cars,BEV,2017,,4672
Portugal,Historical,EV stock,Cars,PHEV,2017,,4016
Portugal,Historical,EV stock,Cars,BEV,2018,,9101
Portugal,Historical,EV stock,Cars,PHEV,2018,,7924
Portugal,Historical,EV stock,Cars,BEV,2019,,15984
Portugal,Historical,EV stock,Cars,PHEV,2019,,13722
Portugal,Historical,EV stock,Cars,BEV,2020,,24121
Portugal,Historical,EV stock,Cars,PHEV,2020,,25580
South Africa,Historical,EV stock,Cars,BEV,2013,,34
South Africa,Historical,EV stock,Cars,BEV,2014,,48
South Africa,Historical,EV stock,Cars,PHEV,2014,,1
South Africa,Historical,EV stock,Cars,BEV,2015,,165
South Africa,Historical,EV stock,Cars,PHEV,2015,,125
South Africa,Historical,EV stock,Cars,BEV,2016,,265
South Africa,Historical,EV stock,Cars,PHEV,2016,,402
South Africa,Historical,EV stock,Cars,BEV,2017,,333
South Africa,Historical,EV stock,Cars,PHEV,2017,,529
South Africa,Historical,EV stock,Cars,BEV,2018,,399
South Africa,Historical,EV stock,Cars,PHEV,2018,,611
South Africa,Historical,EV stock,Cars,BEV,2019,,555
South Africa,Historical,EV stock,Cars,PHEV,2019,,683
South Africa,Historical,EV stock,Cars,BEV,2020,,638
South Africa,Historical,EV stock,Cars,PHEV,2020,,761
Spain,Historical,EV stock,Cars,BEV,2010,,76
Spain,Historical,EV stock,Cars,BEV,2011,,462
Spain,Historical,EV stock,Cars,BEV,2012,,889
Spain,Historical,EV stock,Cars,BEV,2013,,1700
Spain,Historical,EV stock,Cars,PHEV,2013,,72
Spain,Historical,EV stock,Cars,BEV,2014,,3105
Spain,Historical,EV stock,Cars,PHEV,2014,,401
Spain,Historical,EV stock,Cars,BEV,2015,,4447
Spain,Historical,EV stock,Cars,PHEV,2015,,1186
Spain,Historical,EV stock,Cars,BEV,2016,,6452
Spain,Historical,EV stock,Cars,PHEV,2016,,2697
Spain,Historical,EV stock,Cars,BEV,2017,,10372
Spain,Historical,EV stock,Cars,PHEV,2017,,6225
Spain,Historical,EV stock,Cars,BEV,2018,,16375
Spain,Historical,EV stock,Cars,FCEV,2018,,1
Spain,Historical,EV stock,Cars,PHEV,2018,,11861
Spain,Historical,EV stock,Cars,BEV,2019,,26419
Spain,Historical,EV stock,Cars,FCEV,2019,,2
Spain,Historical,EV stock,Cars,PHEV,2019,,19293
Spain,Historical,EV stock,Cars,BEV,2020,,44962
Spain,Historical,EV stock,Cars,FCEV,2020,,17
Spain,Historical,EV stock,Cars,PHEV,2020,,43052
Sweden,Historical,EV stock,Cars,BEV,2010,,4
Sweden,Historical,EV stock,Cars,BEV,2011,,182
Sweden,Historical,EV stock,Cars,BEV,2012,,448
Sweden,Historical,EV stock,Cars,PHEV,2012,,662
Sweden,Historical,EV stock,Cars,BEV,2013,,880
Sweden,Historical,EV stock,Cars,FCEV,2013,,3
Sweden,Historical,EV stock,Cars,PHEV,2013,,1777
Sweden,Historical,EV stock,Cars,BEV,2014,,2119
Sweden,Historical,EV stock,Cars,FCEV,2014,,3
Sweden,Historical,EV stock,Cars,PHEV,2014,,5205
Sweden,Historical,EV stock,Cars,BEV,2015,,5081
Sweden,Historical,EV stock,Cars,FCEV,2015,,4
Sweden,Historical,EV stock,Cars,PHEV,2015,,10830
Sweden,Historical,EV stock,Cars,BEV,2016,,8032.2998046875
Sweden,Historical,EV stock,Cars,FCEV,2016,,7
Sweden,Historical,EV stock,Cars,PHEV,2016,,21293.69921875
Sweden,Historical,EV stock,Cars,BEV,2017,,12391.2998046875
Sweden,Historical,EV stock,Cars,FCEV,2017,,21
Sweden,Historical,EV stock,Cars,PHEV,2017,,37279.69921875
Sweden,Historical,EV stock,Cars,BEV,2018,,19538.30078125
Sweden,Historical,EV stock,Cars,FCEV,2018,,21
Sweden,Historical,EV stock,Cars,PHEV,2018,,59090.69921875
Sweden,Historical,EV stock,Cars,BEV,2019,,30343
Sweden,Historical,EV stock,Cars,FCEV,2019,,45
Sweden,Historical,EV stock,Cars,PHEV,2019,,66609
Sweden,Historical,EV stock,Cars,BEV,2020,,55734
Sweden,Historical,EV stock,Cars,FCEV,2020,,50
Sweden,Historical,EV stock,Cars,PHEV,2020,,122977
Switzerland,Historical,EV stock,Cars,BEV,2010,,160
Switzerland,Historical,EV stock,Cars,BEV,2011,,555
Switzerland,Historical,EV stock,Cars,PHEV,2011,,41
Switzerland,Historical,EV stock,Cars,BEV,2012,,897
Switzerland,Historical,EV stock,Cars,PHEV,2012,,436
Switzerland,Historical,EV stock,Cars,BEV,2013,,2053
Switzerland,Historical,EV stock,Cars,PHEV,2013,,603
Switzerland,Historical,EV stock,Cars,BEV,2014,,4741
Switzerland,Historical,EV stock,Cars,PHEV,2014,,807
Switzerland,Historical,EV stock,Cars,BEV,2015,,7998
Switzerland,Historical,EV stock,Cars,FCEV,2015,,10
Switzerland,Historical,EV stock,Cars,PHEV,2015,,3176
Switzerland,Historical,EV stock,Cars,BEV,2016,,11293
Switzerland,Historical,EV stock,Cars,FCEV,2016,,36
Switzerland,Historical,EV stock,Cars,PHEV,2016,,6005
Switzerland,Historical,EV stock,Cars,BEV,2017,,16068
Switzerland,Historical,EV stock,Cars,FCEV,2017,,37
Switzerland,Historical,EV stock,Cars,PHEV,2017,,9653
Switzerland,Historical,EV stock,Cars,BEV,2018,,21206
Switzerland,Historical,EV stock,Cars,FCEV,2018,,66
Switzerland,Historical,EV stock,Cars,PHEV,2018,,14012
Switzerland,Historical,EV stock,Cars,BEV,2019,,34396
Switzerland,Historical,EV stock,Cars,FCEV,2019,,91
Switzerland,Historical,EV stock,Cars,PHEV,2019,,18296
Switzerland,Historical,EV stock,Cars,BEV,2020,,53781
Switzerland,Historical,EV stock,Cars,FCEV,2020,,93
Switzerland,Historical,EV stock,Cars,PHEV,2020,,32688
United Kingdom,Historical,EV stock,Cars,BEV,2010,,1654
United Kingdom,Historical,EV stock,Cars,PHEV,2010,,21
United Kingdom,Historical,EV stock,Cars,BEV,2011,,2865
United Kingdom,Historical,EV stock,Cars,PHEV,2011,,28
United Kingdom,Historical,EV stock,Cars,BEV,2012,,4570
United Kingdom,Historical,EV stock,Cars,PHEV,2012,,1016
United Kingdom,Historical,EV stock,Cars,BEV,2013,,7249
United Kingdom,Historical,EV stock,Cars,PHEV,2013,,2089
United Kingdom,Historical,EV stock,Cars,BEV,2014,,14061
United Kingdom,Historical,EV stock,Cars,PHEV,2014,,10020
United Kingdom,Historical,EV stock,Cars,BEV,2015,,20952
United Kingdom,Historical,EV stock,Cars,PHEV,2015,,27554
United Kingdom,Historical,EV stock,Cars,BEV,2016,,31461
United Kingdom,Historical,EV stock,Cars,PHEV,2016,,54957
United Kingdom,Historical,EV stock,Cars,BEV,2017,,45011.6015625
United Kingdom,Historical,EV stock,Cars,FCEV,2017,,35
United Kingdom,Historical,EV stock,Cars,PHEV,2017,,88658
United Kingdom,Historical,EV stock,Cars,BEV,2018,,60754.66015625
United Kingdom,Historical,EV stock,Cars,FCEV,2018,,71
United Kingdom,Historical,EV stock,Cars,PHEV,2018,,123277
United Kingdom,Historical,EV stock,Cars,BEV,2019,,99111.65625
United Kingdom,Historical,EV stock,Cars,FCEV,2019,,139
United Kingdom,Historical,EV stock,Cars,PHEV,2019,,159907
United Kingdom,Historical,EV stock,Cars,BEV,2020,,207440.703125
United Kingdom,Historical,EV stock,Cars,FCEV,2020,,228
United Kingdom,Historical,EV stock,Cars,PHEV,2020,,227624
USA,Historical,EV stock,Cars,BEV,2010,,3774
USA,Historical,EV stock,Cars,BEV,2011,,13524
USA,Historical,EV stock,Cars,PHEV,2011,,7980
USA,Historical,EV stock,Cars,BEV,2012,,28174
USA,Historical,EV stock,Cars,PHEV,2012,,46570
USA,Historical,EV stock,Cars,BEV,2013,,75864
USA,Historical,EV stock,Cars,PHEV,2013,,95580
USA,Historical,EV stock,Cars,BEV,2014,,139284
USA,Historical,EV stock,Cars,FCEV,2014,,55
USA,Historical,EV stock,Cars,PHEV,2014,,150940
USA,Historical,EV stock,Cars,BEV,2015,,210328
USA,Historical,EV stock,Cars,FCEV,2015,,159
USA,Historical,EV stock,Cars,PHEV,2015,,193765
USA,Historical,EV stock,Cars,BEV,2016,,297059
USA,Historical,EV stock,Cars,FCEV,2016,,1233
USA,Historical,EV stock,Cars,PHEV,2016,,266650
USA,Historical,EV stock,Cars,BEV,2017,,401546
USA,Historical,EV stock,Cars,FCEV,2017,,3503
USA,Historical,EV stock,Cars,PHEV,2017,,360512
USA,Historical,EV stock,Cars,BEV,2018,,640369
USA,Historical,EV stock,Cars,FCEV,2018,,6192
USA,Historical,EV stock,Cars,PHEV,2018,,483004
USA,Historical,EV stock,Cars,BEV,2019,,882281
USA,Historical,EV stock,Cars,FCEV,2019,,8198
USA,Historical,EV stock,Cars,PHEV,2019,,567736
USA,Historical,EV stock,Cars,BEV,2020,,1138654
USA,Historical,EV stock,Cars,FCEV,2020,,9135
USA,Historical,EV stock,Cars,PHEV,2020,,639432
World,Historical,EV stock,Cars,BEV,2010,,16875.330078125
World,Historical,EV stock,Cars,FCEV,2010,,90
World,Historical,EV stock,Cars,PHEV,2010,,403
World,Historical,EV stock,Cars,BEV,2011,,55209.328125
World,Historical,EV stock,Cars,FCEV,2011,,128
World,Historical,EV stock,Cars,PHEV,2011,,9457.16015625
World,Historical,EV stock,Cars,BEV,2012,,114303.296875
World,Historical,EV stock,Cars,FCEV,2012,,158
World,Historical,EV stock,Cars,PHEV,2012,,70050.15625
World,Historical,EV stock,Cars,BEV,2013,,225335.796875
World,Historical,EV stock,Cars,FCEV,2013,,187
World,Historical,EV stock,Cars,PHEV,2013,,161756.203125
World,Historical,EV stock,Cars,BEV,2014,,407087.5
World,Historical,EV stock,Cars,FCEV,2014,,275.21099853515625
World,Historical,EV stock,Cars,PHEV,2014,,296039.40625
World,Historical,EV stock,Cars,BEV,2015,,728216.5
World,Historical,EV stock,Cars,FCEV,2015,,936.2109985351562
World,Historical,EV stock,Cars,PHEV,2015,,516731.40625
World,Historical,EV stock,Cars,BEV,2016,,1184735
World,Historical,EV stock,Cars,FCEV,2016,,3235
World,Historical,EV stock,Cars,PHEV,2016,,807699.5
World,Historical,EV stock,Cars,BEV,2017,,1930245
World,Historical,EV stock,Cars,FCEV,2017,,6600
World,Historical,EV stock,Cars,PHEV,2017,,1207513
World,Historical,EV stock,Cars,BEV,2018,,3257976
World,Historical,EV stock,Cars,FCEV,2018,,12603
World,Historical,EV stock,Cars,PHEV,2018,,1835762
World,Historical,EV stock,Cars,BEV,2019,,4760961
World,Historical,EV stock,Cars,FCEV,2019,,22853
World,Historical,EV stock,Cars,PHEV,2019,,2361863
World,Historical,EV stock,Cars,BEV,2020,,6850327
World,Historical,EV stock,Cars,FCEV,2020,,31225
World,Historical,EV stock,Cars,PHEV,2020,,3346713
